Id	StageId	MaxLevel	RecommendationLevel	FinishRewardShow	FirstRewardShow	FinishDropId	FirstRewardId	MonsterLevel[1]	MonsterLevel[2]	MonsterLevel[3]
4710	30060803	28	28					8	29	19
4711	30060901	28	28					6	21	14
4712	30060902	28	28					7	25	16
4713	30060903	28	28					8	29	19
4714	30061001	28	28					6	21	14
4715	30061002	28	28					7	25	16
4716	30061003	28	28					8	29	19
4717	30061101	28	28					6	21	14
4718	30061102	28	28					7	25	16
4719	30061103	28	28					8	29	19
4720	30061201	28	28					6	21	14
4721	30061202	28	28					7	25	16
4722	30061203	28	28					8	29	19
4723	30061301	28	28					6	21	14
4724	30061302	28	28					7	25	16
4725	30061303	28	28					8	29	19
4726	30060101	30	30					9	36	23
4727	30060102	30	30					11	43	27
4728	30060103	30	30					13	49	32
4729	30060201	30	30					9	36	23
4730	30060202	30	30					11	43	27
4731	30060203	30	30					13	49	32
4732	30060301	30	30					9	36	23
4733	30060302	30	30					11	43	27
4734	30060303	30	30					13	49	32
4735	30060401	30	30					9	36	23
4736	30060402	30	30					11	43	27
4737	30060403	30	30					13	49	32
4738	30060501	30	30					9	36	23
4739	30060502	30	30					11	43	27
4740	30060503	30	30					13	49	32
4741	30060601	30	30					9	36	23
4742	30060602	30	30					11	43	27
4743	30060603	30	30					13	49	32
4744	30060701	30	30					9	36	23
4745	30060702	30	30					11	43	27
4746	30060703	30	30					13	49	32
4747	30060801	30	30					9	36	23
4748	30060802	30	30					11	43	27
4749	30060803	30	30					13	49	32
4750	30060901	30	30					9	36	23
4751	30060902	30	30					11	43	27
4752	30060903	30	30					13	49	32
4753	30061001	30	30					9	36	23
4754	30061002	30	30					11	43	27
4755	30061003	30	30					13	49	32
4756	30061101	30	30					9	36	23
4757	30061102	30	30					11	43	27
4758	30061103	30	30					13	49	32
4759	30061201	30	30					9	36	23
4760	30061202	30	30					11	43	27
4761	30061203	30	30					13	49	32
4762	30061301	30	30					9	36	23
4763	30061302	30	30					11	43	27
4764	30061303	30	30					13	49	32
4765	30060101	40	40					13	50	32
4766	30060102	40	40					15	59	38
4767	30060103	40	40					17	68	43
4768	30060201	40	40					13	50	32
4769	30060202	40	40					15	59	38
4770	30060203	40	40					17	68	43
4771	30060301	40	40					13	50	32
4772	30060302	40	40					15	59	38
4773	30060303	40	40					17	68	43
4774	30060401	40	40					13	50	32
4775	30060402	40	40					15	59	38
4776	30060403	40	40					17	68	43
4777	30060501	40	40					13	50	32
4778	30060502	40	40					15	59	38
4779	30060503	40	40					17	68	43
4780	30060601	40	40					13	50	32
4781	30060602	40	40					15	59	38
4782	30060603	40	40					17	68	43
4783	30060701	40	40					13	50	32
4784	30060702	40	40					15	59	38
4785	30060703	40	40					17	68	43
4786	30060801	40	40					13	50	32
4787	30060802	40	40					15	59	38
4788	30060803	40	40					17	68	43
4789	30060901	40	40					13	50	32
4790	30060902	40	40					15	59	38
4791	30060903	40	40					17	68	43
4792	30061001	40	40					13	50	32
4793	30061002	40	40					15	59	38
4794	30061003	40	40					17	68	43
4795	30061101	40	40					13	50	32
4796	30061102	40	40					15	59	38
4797	30061103	40	40					17	68	43
4798	30061201	40	40					13	50	32
4799	30061202	40	40					15	59	38
4800	30061203	40	40					17	68	43
4801	30061301	40	40					13	50	32
4802	30061302	40	40					15	59	38
4803	30061303	40	40					17	68	43
4804	30060101	50	50					19	73	47
4805	30060102	50	50					22	86	54
4806	30060103	50	50					25	98	62
4807	30060201	50	50					19	73	47
4808	30060202	50	50					22	86	54
4809	30060203	50	50					25	98	62
4810	30060301	50	50					19	73	47
4811	30060302	50	50					22	86	54
4812	30060303	50	50					25	98	62
4813	30060401	50	50					19	73	47
4814	30060402	50	50					22	86	54
4815	30060403	50	50					25	98	62
4816	30060501	50	50					19	73	47
4817	30060502	50	50					22	86	54
4818	30060503	50	50					25	98	62
4819	30060601	50	50					19	73	47
4820	30060602	50	50					22	86	54
4821	30060603	50	50					25	98	62
4822	30060701	50	50					19	73	47
4823	30060702	50	50					22	86	54
4824	30060703	50	50					25	98	62
4825	30060801	50	50					19	73	47
4826	30060802	50	50					22	86	54
4827	30060803	50	50					25	98	62
4828	30060901	50	50					19	73	47
4829	30060902	50	50					22	86	54
4830	30060903	50	50					25	98	62
4831	30061001	50	50					19	73	47
4832	30061002	50	50					22	86	54
4833	30061003	50	50					25	98	62
4834	30061101	50	50					19	73	47
4835	30061102	50	50					22	86	54
4836	30061103	50	50					25	98	62
4837	30061201	50	50					19	73	47
4838	30061202	50	50					22	86	54
4839	30061203	50	50					25	98	62
4840	30061301	50	50					19	73	47
4841	30061302	50	50					22	86	54
4842	30061303	50	50					25	98	62
4843	30060101	60	60					24	94	60
4844	30060102	60	60					28	110	69
4845	30060103	60	60					31	124	78
4846	30060201	60	60					24	94	60
4847	30060202	60	60					28	110	69
4848	30060203	60	60					31	124	78
4849	30060301	60	60					24	94	60
4850	30060302	60	60					28	110	69
4851	30060303	60	60					31	124	78
4852	30060401	60	60					24	94	60
4853	30060402	60	60					28	110	69
4854	30060403	60	60					31	124	78
4855	30060501	60	60					24	94	60
4856	30060502	60	60					28	110	69
4857	30060503	60	60					31	124	78
4858	30060601	60	60					24	94	60
4859	30060602	60	60					28	110	69
4860	30060603	60	60					31	124	78
4861	30060701	60	60					24	94	60
4862	30060702	60	60					28	110	69
4863	30060703	60	60					31	124	78
4864	30060801	60	60					24	94	60
4865	30060802	60	60					28	110	69
4866	30060803	60	60					31	124	78
4867	30060901	60	60					24	94	60
4868	30060902	60	60					28	110	69
4869	30060903	60	60					31	124	78
4870	30061001	60	60					24	94	60
4871	30061002	60	60					28	110	69
4872	30061003	60	60					31	124	78
4873	30061101	60	60					24	94	60
4874	30061102	60	60					28	110	69
4875	30061103	60	60					31	124	78
4876	30061201	60	60					24	94	60
4877	30061202	60	60					28	110	69
4878	30061203	60	60					31	124	78
4879	30061301	60	60					24	94	60
4880	30061302	60	60					28	110	69
4881	30061303	60	60					31	124	78
4882	30060101	70	70					32	125	79
4883	30060102	70	70					36	144	91
4884	30060103	70	70					41	161	102
4885	30060201	70	70					32	125	79
4886	30060202	70	70					36	144	91
4887	30060203	70	70					41	161	102
4888	30060301	70	70					32	125	79
4889	30060302	70	70					36	144	91
4890	30060303	70	70					41	161	102
4891	30060401	70	70					32	125	79
4892	30060402	70	70					36	144	91
4893	30060403	70	70					41	161	102
4894	30060501	70	70					32	125	79
4895	30060502	70	70					36	144	91
4896	30060503	70	70					41	161	102
4897	30060601	70	70					32	125	79
4898	30060602	70	70					36	144	91
4899	30060603	70	70					41	161	102
4900	30060701	70	70					32	125	79
4901	30060702	70	70					36	144	91
4902	30060703	70	70					41	161	102
4903	30060801	70	70					32	125	79
4904	30060802	70	70					36	144	91
4905	30060803	70	70					41	161	102
4906	30060901	70	70					32	125	79
4907	30060902	70	70					36	144	91
4908	30060903	70	70					41	161	102
4909	30061001	70	70					32	125	79
4910	30061002	70	70					36	144	91
4911	30061003	70	70					41	161	102
4912	30061101	70	70					32	125	79
4913	30061102	70	70					36	144	91
4914	30061103	70	70					41	161	102
4915	30061201	70	70					32	125	79
4916	30061202	70	70					36	144	91
4917	30061203	70	70					41	161	102
4918	30061301	70	70					32	125	79
4919	30061302	70	70					36	144	91
4920	30061303	70	70					41	161	102
4921	30060101	120	80					42	165	104
4922	30060102	120	80					47	188	118
4923	30060103	120	80					52	208	131
4924	30060201	120	80					42	165	104
4925	30060202	120	80					47	188	118
4926	30060203	120	80					52	208	131
4927	30060301	120	80					42	165	104
4928	30060302	120	80					47	188	118
4929	30060303	120	80					52	208	131
4930	30060401	120	80					42	165	104
4931	30060402	120	80					47	188	118
4932	30060403	120	80					52	208	131
4933	30060501	120	80					42	165	104
4934	30060502	120	80					47	188	118
4935	30060503	120	80					52	208	131
4936	30060601	120	80					42	165	104
4937	30060602	120	80					47	188	118
4938	30060603	120	80					52	208	131
4939	30060701	120	80					42	165	104
4940	30060702	120	80					47	188	118
4941	30060703	120	80					52	208	131
4942	30060801	120	80					42	165	104
4943	30060802	120	80					47	188	118
4944	30060803	120	80					52	208	131
4945	30060901	120	80					42	165	104
4946	30060902	120	80					47	188	118
4947	30060903	120	80					52	208	131
4948	30061001	120	80					42	165	104
4949	30061002	120	80					47	188	118
4950	30061003	120	80					52	208	131
4951	30061101	120	80					42	165	104
4952	30061102	120	80					47	188	118
4953	30061103	120	80					52	208	131
4954	30061201	120	80					42	165	104
4955	30061202	120	80					47	188	118
4956	30061203	120	80					52	208	131
4957	30061301	120	80					42	165	104
4958	30061302	120	80					47	188	118
4959	30061303	120	80					52	208	131
4960	30030301	10	10					15	20	41
4961	30030301	20	20					31	41	85
4962	30030301	30	30					49	64	133
4963	30030301	40	40					69	92	191
4964	30030301	50	50					90	119	248
4965	30030301	60	60					112	148	308
4966	30030301	70	70					141	187	389
4967	30030301	120	80					161	214	446
4968	30030302	10	10					15	20	41
4969	30030302	20	20					31	41	85
4970	30030302	30	30					49	64	133
4971	30030302	40	40					69	92	191
4972	30030302	50	50					90	119	248
4973	30030302	60	60					112	148	308
4974	30030302	70	70					141	187	389
4975	30030302	120	80					161	214	446
4976	30030303	10	10					15	20	41
4977	30030303	20	20					31	41	85
4978	30030303	30	30					49	64	133
4979	30030303	40	40					69	92	191
4980	30030303	50	50					90	119	248
4981	30030303	60	60					112	148	308
4982	30030303	70	70					141	187	389
4983	30030303	120	80					161	214	446
4984	30030401	10	10					15	20	13
4985	30030401	20	20					31	41	26
4986	30030401	30	30					49	64	40
4987	30030401	40	40					69	92	58
4988	30030401	50	50					90	119	75
4989	30030401	60	60					112	148	93
4990	30030401	70	70					141	187	117
4991	30030401	120	80					161	214	134
4992	30030402	10	10					15	20	13
4993	30030402	20	20					31	41	26
4994	30030402	30	30					49	64	40
4995	30030402	40	40					69	92	58
4996	30030402	50	50					90	119	75
4997	30030402	60	60					112	148	93
4998	30030402	70	70					141	187	117
4999	30030402	120	80					161	214	134
5000	30030501	10	10					15	20	13
5001	30030501	20	20					31	41	26
5002	30030501	30	30					49	64	40
5003	30030501	40	40					69	92	58
5004	30030501	50	50					90	119	75
5005	30030501	60	60					112	148	93
5006	30030501	70	70					141	187	117
5007	30030501	120	80					161	214	134
5008	30010401	25	25	200101005		201129		34	18	15
5009	30010401	30	30	200101005		201129		51	27	21
5010	30010401	35	35	200101005		201129		72	39	30
5011	30010401	40	40	200101005		201129		97	52	41
5012	30010401	45	45	200101005		201129		135	73	57
5013	30010401	50	50	200101005		201129		150	81	64
5014	30010401	55	55	200101005		201129		188	102	80
5015	30010401	60	60	200101005		201129		224	121	95
5016	30010401	65	65	200101005		201129		248	134	105
5017	30010401	70	70	200101005		201129		273	147	115
5018	30010401	75	75	200101005		201129		299	162	126
5019	30010401	120	80	200101005		201129		325	176	137
5020	30010402	25	25	200101006		201130		69	37	30
5021	30010402	30	30	200101006		201130		85	46	36
5022	30010402	35	35	200101006		201130		103	56	44
5023	30010402	40	40	200101006		201130		122	66	52
5024	30010402	45	45	200101006		201130		135	73	57
5025	30010402	50	50	200101006		201130		150	81	64
5026	30010402	55	55	200101006		201130		188	102	80
5027	30010402	60	60	200101006		201130		224	121	95
5028	30010402	65	65	200101006		201130		248	134	105
5029	30010402	70	70	200101006		201130		273	147	115
5030	30010402	75	75	200101006		201130		299	162	126
5031	30010402	120	80	200101006		201130		325	176	137
5032	30010403	25	25	200101006		201131		69	37	30
5033	30010403	30	30	200101006		201131		85	46	36
5034	30010403	35	35	200101006		201131		103	56	44
5035	30010403	40	40	200101006		201131		122	66	52
5036	30010403	45	45	200101006		201131		135	73	57
5037	30010403	50	50	200101006		201131		150	81	64
5038	30010403	55	55	200101006		201131		188	102	80
5039	30010403	60	60	200101006		201131		224	121	95
5040	30010403	65	65	200101006		201131		248	134	105
5041	30010403	70	70	200101006		201131		273	147	115
5042	30010403	75	75	200101006		201131		299	162	126
5043	30010403	120	80	200101006		201131		325	176	137
5044	30010404	25	25	200101007		201132		69	37	30
5045	30010404	30	30	200101007		201132		85	46	36
5046	30010404	35	35	200101007		201132		103	56	44
5047	30010404	40	40	200101007		201132		122	66	52
5048	30010404	45	45	200101007		201132		135	73	57
5049	30010404	50	50	200101007		201132		150	81	64
5050	30010404	55	55	200101007		201132		188	102	80
5051	30010404	60	60	200101007		201132		224	121	95
5052	30010404	65	65	200101007		201132		248	134	105
5053	30010404	70	70	200101007		201132		273	147	115
5054	30010404	75	75	200101007		201132		299	162	126
5055	30010404	120	80	200101007		201132		325	176	137
5056	30010301	25	25	30010101		301101		34	18	15
5057	30010301	30	30	30010101		301101		51	27	21
5058	30010301	35	35	30010101		301101		72	39	30
5059	30010301	40	40	30010101		301101		97	52	41
5060	30010301	45	45	30010101		301101		135	73	57
5061	30010301	50	50	30010101		301101		150	81	64
5062	30010301	55	55	30010101		301101		188	102	80
5063	30010301	60	60	30010101		301101		224	121	95
5064	30010301	65	65	30010101		301101		248	134	105
5065	30010301	70	70	30010101		301101		273	147	115
5066	30010301	75	75	30010101		301101		299	162	126
5067	30010301	120	80	30010101		301101		325	176	137
5068	30010302	25	25	30010102		301102		69	37	30
5069	30010302	30	30	30010102		301102		85	46	36
5070	30010302	35	35	30010102		301102		103	56	44
5071	30010302	40	40	30010102		301102		122	66	52
5072	30010302	45	45	30010102		301102		135	73	57
5073	30010302	50	50	30010102		301102		150	81	64
5074	30010302	55	55	30010102		301102		188	102	80
5075	30010302	60	60	30010102		301102		224	121	95
5076	30010302	65	65	30010102		301102		248	134	105
5077	30010302	70	70	30010102		301102		273	147	115
5078	30010302	75	75	30010102		301102		299	162	126
5079	30010302	120	80	30010102		301102		325	176	137
5080	30010303	25	25	30010103		301103		69	37	30
5081	30010303	30	30	30010103		301103		85	46	36
5082	30010303	35	35	30010103		301103		103	56	44
5083	30010303	40	40	30010103		301103		122	66	52
5084	30010303	45	45	30010103		301103		135	73	57
5085	30010303	50	50	30010103		301103		150	81	64
5086	30010303	55	55	30010103		301103		188	102	80
5087	30010303	60	60	30010103		301103		224	121	95
5088	30010303	65	65	30010103		301103		248	134	105
5089	30010303	70	70	30010103		301103		273	147	115
5090	30010303	75	75	30010103		301103		299	162	126
5091	30010303	120	80	30010103		301103		325	176	137
5092	30010304	25	25	30010104		301104		69	37	30
5093	30010304	30	30	30010104		301104		85	46	36
5094	30010304	35	35	30010104		301104		103	56	44
5095	30010304	40	40	30010104		301104		122	66	52
5096	30010304	45	45	30010104		301104		135	73	57
5097	30010304	50	50	30010104		301104		150	81	64
5098	30010304	55	55	30010104		301104		188	102	80
5099	30010304	60	60	30010104		301104		224	121	95
5100	30010304	65	65	30010104		301104		248	134	105
5101	30010304	70	70	30010104		301104		273	147	115
5102	30010304	75	75	30010104		301104		299	162	126
5103	30010304	120	80	30010104		301104		325	176	137
5104	30010801	25	25	200101000		201125		34	18	15
5105	30010801	30	30	200101000		201125		51	27	21
5106	30010801	35	35	200101000		201125		72	39	30
5107	30010801	40	40	200101000		201125		97	52	41
5108	30010801	45	45	200101000		201125		135	73	57
5109	30010801	50	50	200101000		201125		150	81	64
5110	30010801	55	55	200101000		201125		188	102	80
5111	30010801	60	60	200101000		201125		224	121	95
5112	30010801	65	65	200101000		201125		248	134	105
5113	30010801	70	70	200101000		201125		273	147	115
5114	30010801	75	75	200101000		201125		299	162	126
5115	30010801	120	80	200101000		201125		325	176	137
5116	30010802	25	25	200101001		201126		69	37	30
5117	30010802	30	30	200101001		201126		85	46	36
5118	30010802	35	35	200101001		201126		103	56	44
5119	30010802	40	40	200101001		201126		122	66	52
5120	30010802	45	45	200101001		201126		135	73	57
5121	30010802	50	50	200101001		201126		150	81	64
5122	30010802	55	55	200101001		201126		188	102	80
5123	30010802	60	60	200101001		201126		224	121	95
5124	30010802	65	65	200101001		201126		248	134	105
5125	30010802	70	70	200101001		201126		273	147	115
5126	30010802	75	75	200101001		201126		299	162	126
5127	30010802	120	80	200101001		201126		325	176	137
5128	30010803	25	25	200101002		201127		69	37	30
5129	30010803	30	30	200101002		201127		85	46	36
5130	30010803	35	35	200101002		201127		103	56	44
5131	30010803	40	40	200101002		201127		122	66	52
5132	30010803	45	45	200101002		201127		135	73	57
5133	30010803	50	50	200101002		201127		150	81	64
5134	30010803	55	55	200101002		201127		188	102	80
5135	30010803	60	60	200101002		201127		224	121	95
5136	30010803	65	65	200101002		201127		248	134	105
5137	30010803	70	70	200101002		201127		273	147	115
5138	30010803	75	75	200101002		201127		299	162	126
5139	30010803	120	80	200101002		201127		325	176	137
5140	30010804	25	25	200101003		201128		69	37	30
5141	30010804	30	30	200101003		201128		85	46	36
5142	30010804	35	35	200101003		201128		103	56	44
5143	30010804	40	40	200101003		201128		122	66	52
5144	30010804	45	45	200101003		201128		135	73	57
5145	30010804	50	50	200101003		201128		150	81	64
5146	30010804	55	55	200101003		201128		188	102	80
5147	30010804	60	60	200101003		201128		224	121	95
5148	30010804	65	65	200101003		201128		248	134	105
5149	30010804	70	70	200101003		201128		273	147	115
5150	30010804	75	75	200101003		201128		299	162	126
5151	30010804	120	80	200101003		201128		325	176	137
5152	30010701	25	25	200101009		201133		34	18	15
5153	30010701	30	30	200101009		201133		51	27	21
5154	30010701	35	35	200101009		201133		72	39	30
5155	30010701	40	40	200101009		201133		97	52	41
5156	30010701	45	45	200101009		201133		135	73	57
5157	30010701	50	50	200101009		201133		150	81	64
5158	30010701	55	55	200101009		201133		188	102	80
5159	30010701	60	60	200101009		201133		224	121	95
5160	30010701	65	65	200101009		201133		248	134	105
5161	30010701	70	70	200101009		201133		273	147	115
5162	30010701	75	75	200101009		201133		299	162	126
5163	30010701	120	80	200101009		201133		325	176	137
5164	30010702	25	25	200101010		201134		69	37	30
5165	30010702	30	30	200101010		201134		85	46	36
5166	30010702	35	35	200101010		201134		103	56	44
5167	30010702	40	40	200101010		201134		122	66	52
5168	30010702	45	45	200101010		201134		135	73	57
5169	30010702	50	50	200101010		201134		150	81	64
5170	30010702	55	55	200101010		201134		188	102	80
5171	30010702	60	60	200101010		201134		224	121	95
5172	30010702	65	65	200101010		201134		248	134	105
5173	30010702	70	70	200101010		201134		273	147	115
5174	30010702	75	75	200101010		201134		299	162	126
5175	30010702	120	80	200101010		201134		325	176	137
5176	30010703	25	25	200101011		201135		69	37	30
5177	30010703	30	30	200101011		201135		85	46	36
5178	30010703	35	35	200101011		201135		103	56	44
5179	30010703	40	40	200101011		201135		122	66	52
5180	30010703	45	45	200101011		201135		135	73	57
5181	30010703	50	50	200101011		201135		150	81	64
5182	30010703	55	55	200101011		201135		188	102	80
5183	30010703	60	60	200101011		201135		224	121	95
5184	30010703	65	65	200101011		201135		248	134	105
5185	30010703	70	70	200101011		201135		273	147	115
5186	30010703	75	75	200101011		201135		299	162	126
5187	30010703	120	80	200101011		201135		325	176	137
5188	30010704	25	25	200101012		201136		69	37	30
5189	30010704	30	30	200101012		201136		85	46	36
5190	30010704	35	35	200101012		201136		103	56	44
5191	30010704	40	40	200101012		201136		122	66	52
5192	30010704	45	45	200101012		201136		135	73	57
5193	30010704	50	50	200101012		201136		150	81	64
5194	30010704	55	55	200101012		201136		188	102	80
5195	30010704	60	60	200101012		201136		224	121	95
5196	30010704	65	65	200101012		201136		248	134	105
5197	30010704	70	70	200101012		201136		273	147	115
5198	30010704	75	75	200101012		201136		299	162	126
5199	30010704	120	80	200101012		201136		325	176	137
5200	30050101	25	25	30050101		30510100		34	18	15
5201	30050101	30	30	30050101		30510100		51	27	21
5202	30050101	35	35	30050101		30510100		72	39	30
5203	30050101	40	40	30050101		30510100		97	52	41
5204	30050101	45	45	30050101		30510100		135	73	57
5205	30050101	50	50	30050101		30510100		150	81	64
5206	30050101	55	55	30050101		30510100		188	102	80
5207	30050101	60	60	30050101		30510100		224	121	95
5208	30050101	65	65	30050101		30510100		248	134	105
5209	30050101	70	70	30050101		30510100		273	147	115
5210	30050101	75	75	30050101		30510100		299	162	126
5211	30050101	120	80	30050101		30510100		325	176	137
5212	30050102	25	25	30050101		30510101		69	37	30
5213	30050102	30	30	30050101		30510101		85	46	36
5214	30050102	35	35	30050101		30510101		103	56	44
5215	30050102	40	40	30050101		30510101		122	66	52
5216	30050102	45	45	30050101		30510101		135	73	57
5217	30050102	50	50	30050101		30510101		150	81	64
5218	30050102	55	55	30050101		30510101		188	102	80
5219	30050102	60	60	30050101		30510101		224	121	95
5220	30050102	65	65	30050101		30510101		248	134	105
5221	30050102	70	70	30050101		30510101		273	147	115
5222	30050102	75	75	30050101		30510101		299	162	126
5223	30050102	120	80	30050101		30510101		325	176	137
5224	30050103	25	25	30050101		30510102		69	37	30
5225	30050103	30	30	30050101		30510102		85	46	36
5226	30050103	35	35	30050101		30510102		103	56	44
5227	30050103	40	40	30050101		30510102		122	66	52
5228	30050103	45	45	30050101		30510102		135	73	57
5229	30050103	50	50	30050101		30510102		150	81	64
5230	30050103	55	55	30050101		30510102		188	102	80
5231	30050103	60	60	30050101		30510102		224	121	95
5232	30050103	65	65	30050101		30510102		248	134	105
5233	30050103	70	70	30050101		30510102		273	147	115
5234	30050103	75	75	30050101		30510102		299	162	126
5235	30050103	120	80	30050101		30510102		325	176	137
5236	30050104	25	25	30050101		30510103		69	37	30
5237	30050104	30	30	30050101		30510103		85	46	36
5238	30050104	35	35	30050101		30510103		103	56	44
5239	30050104	40	40	30050101		30510103		122	66	52
5240	30050104	45	45	30050101		30510103		135	73	57
5241	30050104	50	50	30050101		30510103		150	81	64
5242	30050104	55	55	30050101		30510103		188	102	80
5243	30050104	60	60	30050101		30510103		224	121	95
5244	30050104	65	65	30050101		30510103		248	134	105
5245	30050104	70	70	30050101		30510103		273	147	115
5246	30050104	75	75	30050101		30510103		299	162	126
5247	30050104	120	80	30050101		30510103		325	176	137
5248	30050201	25	25	30050201		30520100		34	18	15
5249	30050201	30	30	30050201		30520100		51	27	21
5250	30050201	35	35	30050201		30520100		72	39	30
5251	30050201	40	40	30050201		30520100		97	52	41
5252	30050201	45	45	30050201		30520100		135	73	57
5253	30050201	50	50	30050201		30520100		150	81	64
5254	30050201	55	55	30050201		30520100		188	102	80
5255	30050201	60	60	30050201		30520100		224	121	95
5256	30050201	65	65	30050201		30520100		248	134	105
5257	30050201	70	70	30050201		30520100		273	147	115
5258	30050201	75	75	30050201		30520100		299	162	126
5259	30050201	120	80	30050201		30520100		325	176	137
5260	30050202	25	25	30050201		30520101		69	37	30
5261	30050202	30	30	30050201		30520101		85	46	36
5262	30050202	35	35	30050201		30520101		103	56	44
5263	30050202	40	40	30050201		30520101		122	66	52
5264	30050202	45	45	30050201		30520101		135	73	57
5265	30050202	50	50	30050201		30520101		150	81	64
5266	30050202	55	55	30050201		30520101		188	102	80
5267	30050202	60	60	30050201		30520101		224	121	95
5268	30050202	65	65	30050201		30520101		248	134	105
5269	30050202	70	70	30050201		30520101		273	147	115
5270	30050202	75	75	30050201		30520101		299	162	126
5271	30050202	120	80	30050201		30520101		325	176	137
5272	30050203	25	25	30050201		30520102		69	37	30
5273	30050203	30	30	30050201		30520102		85	46	36
5274	30050203	35	35	30050201		30520102		103	56	44
5275	30050203	40	40	30050201		30520102		122	66	52
5276	30050203	45	45	30050201		30520102		135	73	57
5277	30050203	50	50	30050201		30520102		150	81	64
5278	30050203	55	55	30050201		30520102		188	102	80
5279	30050203	60	60	30050201		30520102		224	121	95
5280	30050203	65	65	30050201		30520102		248	134	105
5281	30050203	70	70	30050201		30520102		273	147	115
5282	30050203	75	75	30050201		30520102		299	162	126
5283	30050203	120	80	30050201		30520102		325	176	137
5284	30050204	25	25	30050201		30520103		69	37	30
5285	30050204	30	30	30050201		30520103		85	46	36
5286	30050204	35	35	30050201		30520103		103	56	44
5287	30050204	40	40	30050201		30520103		122	66	52
5288	30050204	45	45	30050201		30520103		135	73	57
5289	30050204	50	50	30050201		30520103		150	81	64
5290	30050204	55	55	30050201		30520103		188	102	80
5291	30050204	60	60	30050201		30520103		224	121	95
5292	30050204	65	65	30050201		30520103		248	134	105
5293	30050204	70	70	30050201		30520103		273	147	115
5294	30050204	75	75	30050201		30520103		299	162	126
5295	30050204	120	80	30050201		30520103		325	176	137
5296	30110101	120	80	100701010	2100040	100701	2100040	351	217	169
5297	30110104	54	50	100701040	2100070	100704	2100070	152	94	74
5298	30110104	69	65	100701040	2100070	100704	2100070	241	149	117
5299	30110104	120	80	100701040	2100070	100704	2100070	351	217	169
5300	30110105	120	80	100701050	2100080	100705	2100080	351	217	169
5301	30110106	120	80	100701060	2100090	100706	2100090	351	217	169
5302	30110108	54	50	100701080	2100110	100708	2100110	152	94	74
5303	30110108	69	65	100701080	2100110	100708	2100110	241	149	117
5304	30110108	120	80	100701080	2100110	100708	2100110	351	217	169
5305	30110110	54	50	100701100	2100080	100710	2100080	152	94	74
5306	30110110	69	65	100701100	2100080	100710	2100080	241	149	117
5307	30110110	120	80	100701100	2100080	100710	2100080	351	217	169
5308	30110111	120	80	100701110	2100090	100711	2100090	351	217	169
5309	30110112	120	80	100701120	2100100	100712	2100100	351	217	169
5310	30090101	54	50	2100121	2100120	210012	2100120	162	100	79
5311	30090102	54	50	2100141	2100130	210014	2100130	162	100	79
5312	30090103	54	50	2100131	2100140	210013	2100140	162	100	79
5313	30090104	54	50	2100151	2100150	210015	2100150	162	100	79
5314	30090105	54	50	2100161	2100160	210016	2100160	162	100	79
5315	30090301	54	50	2100171	2100170	210017	2100170	195	121	94
5316	30090302	54	50	2100191	2100180	210019	2100180	195	121	94
5317	30090303	54	50	2100181	2100190	210018	2100190	195	121	94
5318	30090304	54	50	2100201	2100200	210020	2100200	195	121	94
5319	30090305	54	50	2100211	2100210	210021	2100210	195	121	94
5320	30090101	69	65	2100121	2100120	210012	2100120	272	168	131
5321	30090102	69	65	2100141	2100130	210014	2100130	272	168	131
5322	30090103	69	65	2100131	2100140	210013	2100140	272	168	131
5323	30090104	69	65	2100151	2100150	210015	2100150	272	168	131
5324	30090105	69	65	2100161	2100160	210016	2100160	272	168	131
5325	30090301	69	65	2100171	2100170	210017	2100170	322	199	155
5326	30090302	69	65	2100191	2100180	210019	2100180	322	199	155
5327	30090303	69	65	2100181	2100190	210018	2100190	322	199	155
5328	30090304	69	65	2100201	2100200	210020	2100200	322	199	155
5329	30090305	69	65	2100211	2100210	210021	2100210	322	199	155
5330	30090101	120	80	2100121	2100120	210012	2100120	372	230	179
5331	30090102	120	80	2100141	2100130	210014	2100130	372	230	179
5332	30090103	120	80	2100131	2100140	210013	2100140	372	230	179
5333	30090104	120	80	2100151	2100150	210015	2100150	372	230	179
5334	30090105	120	80	2100161	2100160	210016	2100160	372	230	179
5335	30090301	120	80	2100171	2100170	210017	2100170	425	262	205
5336	30090302	120	80	2100191	2100180	210019	2100180	425	262	205
5337	30090303	120	80	2100181	2100190	210018	2100190	425	262	205
5338	30090304	120	80	2100201	2100200	210020	2100200	425	262	205
5339	30090305	120	80	2100211	2100210	210021	2100210	425	262	205
5340	30090201	54	50	100701010	2100220	100701	2100220	69	75	59
5341	30090202	54	50	100701020	2100230	100702	2100230	88	77	60
5342	30090203	54	50	100701030	2100240	100703	2100240	109	79	62
5343	30090204	54	50	100701040	2100250	100704	2100250	151	88	69
5344	30090205	54	50	100701050	2100260	100705	2100260	200	96	76
5345	30090201	69	65	100701010	2100220	100701	2100220	99	130	102
5346	30090202	69	65	100701020	2100230	100702	2100230	148	136	107
5347	30090203	69	65	100701030	2100240	100703	2100240	197	143	112
5348	30090204	69	65	100701040	2100250	100704	2100250	257	149	116
5349	30090205	69	65	100701050	2100260	100705	2100260	322	155	121
5350	30090201	120	80	100701010	2100220	100701	2100220	135	188	147
5351	30090202	120	80	100701020	2100230	100702	2100230	207	195	152
5352	30090203	120	80	100701030	2100240	100703	2100240	286	202	158
